InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1007187,2024-04-04 19:26:05,STR039,PRD0042,Accessories,2,2744.34,10,191.7,Returning,Cash
INV1007188,2024-05-30 21:15:05,STR045,PRD0047,Accessories,1,5892.47,5,269.85,Returning,Digital
INV1007189,2025-07-20 07:42:05,STR043,PRD0069,Accessories,2,2748.12,5,681.96,Returning,Digital
INV1007190,2024-06-09 00:43:05,STR040,PRD0083,Shoes,5,1173.26,25,1355.37,Returning,Cash
INV1007191,2025-10-28 00:27:05,STR015,PRD0078,Accessories,3,7739.37,15,1014.71,Returning,Card
INV1007192,2025-11-05 02:43:05,STR014,PRD0053,Accessories,5,2732.77,0,530.46,New,Card
INV1007193,2025-05-23 06:33:05,STR038,PRD0022,Clothing,5,2280.01,25,1212.1,New,Digital
INV1007194,2023-12-18 00:55:05,STR027,PRD0104,Shoes,5,1219.56,0,1331.81,New,Digital
INV1007195,2025-03-17 06:32:05,STR038,PRD0059,Accessories,4,7139.9,20,338.12,Returning,Digital
INV1007196,2024-11-02 02:54:05,STR018,PRD0034,Clothing,5,4265.12,0,2022.41,Returning,Card
INV1007197,2025-01-25 22:04:05,STR001,PRD0017,Clothing,3,1296.99,10,418.14,Returning,Card
INV1007198,2024-04-05 04:22:05,STR043,PRD0048,Accessories,3,6972.63,5,657.37,Returning,Cash
INV1007199,2024-04-25 02:24:05,STR014,PRD0030,Clothing,3,1852.41,20,1326.41,New,Digital
INV1007200,2024-12-26 07:19:05,STR041,PRD0112,Shoes,5,4188.48,0,538.27,Returning,Digital
INV1007201,2024-12-13 02:30:05,STR005,PRD0049,Accessories,5,6535.56,10,1100.5,New,Card
INV1007202,2024-03-06 05:47:05,STR006,PRD0049,Accessories,2,9604.76,0,1371.93,New,Digital
INV1007203,2024-03-21 07:02:05,STR022,PRD0016,Clothing,1,1285.06,0,1055.9,New,Card
INV1007204,2025-08-22 01:40:05,STR004,PRD0082,Shoes,3,3514.19,5,533.75,Returning,Cash
INV1007205,2024-08-02 03:31:05,STR003,PRD0100,Shoes,4,3619.08,10,1812.15,Returning,Cash
INV1007206,2024-06-26 23:29:05,STR046,PRD0063,Accessories,1,5612.82,5,1271.34,Returning,Digital
INV1007207,2025-02-28 22:44:05,STR030,PRD0024,Clothing,1,4729.15,0,458.08,New,Digital
INV1007208,2023-12-02 20:51:05,STR022,PRD0058,Accessories,3,6033.67,5,1608.01,New,Card
INV1007209,2025-08-25 08:00:05,STR044,PRD0021,Clothing,4,3016.26,10,1513.08,Returning,Digital
INV1007210,2023-11-25 07:19:05,STR010,PRD0034,Clothing,4,3354.1,0,1939.97,Returning,Cash
INV1007211,2024-07-07 00:37:05,STR019,PRD0009,Clothing,3,1026.14,5,856.35,Returning,Digital
INV1007212,2024-06-13 17:42:05,STR017,PRD0006,Clothing,4,2170.03,25,1556.08,Returning,Cash
INV1007213,2024-05-12 20:54:05,STR024,PRD0027,Clothing,2,1342.16,0,328.82,Returning,Card
INV1007214,2025-11-03 01:44:05,STR009,PRD0077,Accessories,8,8825.12,25,1775.28,Returning,Digital
INV1007215,2024-11-07 07:37:05,STR019,PRD0038,Clothing,3,4177.36,0,1351.56,Returning,Cash
INV1007216,2025-04-10 22:38:05,STR043,PRD0082,Shoes,3,7936.89,15,551.5,Returning,Card
INV1007217,2024-11-17 04:44:05,STR031,PRD0073,Accessories,3,1586.26,5,1760.73,Returning,Digital
INV1007218,2025-05-29 05:38:05,STR048,PRD0075,Accessories,1,4682.26,5,1531.97,Returning,Card
INV1007219,2025-03-17 03:21:05,STR019,PRD0013,Clothing,4,2560.77,30,179.67,Returning,Digital
INV1007220,2025-07-22 03:22:05,STR028,PRD0077,Accessories,3,2435.67,10,1691.32,Returning,Cash
INV1007221,2024-09-25 02:38:05,STR009,PRD0007,Clothing,1,1426.72,0,1663.33,New,Digital
INV1007222,2025-07-14 04:54:05,STR027,PRD0068,Accessories,1,6433.68,5,144.4,New,Card
INV1007223,2024-06-28 06:00:05,STR013,PRD0088,Shoes,3,7653.1,5,1276.42,Returning,Digital
INV1007224,2024-01-05 07:57:05,STR048,PRD0036,Clothing,3,3232.53,15,1143.2,Returning,Digital
INV1007225,2023-11-26 21:21:05,STR036,PRD0043,Accessories,7,8425.68,30,616.32,Returning,Digital
INV1007226,2025-09-23 23:48:05,STR002,PRD0030,Clothing,2,4933.95,15,1346.34,New,Digital
INV1007227,2025-04-19 02:45:05,STR002,PRD0056,Accessories,3,6247.04,15,1144.98,Returning,Cash
INV1007228,2024-08-06 07:58:05,STR039,PRD0074,Accessories,1,8157.44,0,605.66,Returning,Digital
INV1007229,2025-10-05 19:01:05,STR005,PRD0086,Shoes,6,7309.59,10,574.59,Returning,Digital
INV1007230,2024-08-04 20:44:05,STR022,PRD0050,Accessories,3,5410.7,10,662.05,Returning,Card
INV1007231,2025-05-03 03:49:05,STR007,PRD0034,Clothing,3,3131.86,20,2030.4,Returning,Card
INV1007232,2024-05-10 06:33:05,STR026,PRD0032,Clothing,3,1747.97,15,1612.01,New,Cash
INV1007233,2024-02-25 00:00:05,STR029,PRD0014,Clothing,3,4529.81,0,528.02,Returning,Digital
INV1007234,2024-12-29 22:13:05,STR031,PRD0090,Shoes,3,1773.57,0,170.72,Returning,Card
INV1007235,2025-08-25 04:04:05,STR001,PRD0056,Accessories,4,7181.57,10,1459.58,Returning,Card
INV1007236,2024-10-06 05:54:05,STR005,PRD0063,Accessories,6,1715.98,20,1271.01,Returning,Cash
INV1007237,2024-08-13 02:52:05,STR025,PRD0042,Accessories,1,7437.54,0,182.23,New,Digital
INV1007238,2023-12-02 20:43:05,STR024,PRD0079,Accessories,4,311.21,0,706.53,Returning,Cash
INV1007239,2025-09-15 18:04:05,STR018,PRD0039,Clothing,2,2162.77,0,1684.88,Returning,Card
INV1007240,2025-01-10 06:59:05,STR048,PRD0037,Clothing,5,3979.93,20,1522.2,Returning,Cash
INV1007241,2024-01-10 17:48:05,STR030,PRD0013,Clothing,4,2684.23,10,155.09,Returning,Cash
INV1007242,2024-10-21 06:36:05,STR043,PRD0017,Clothing,3,4603.34,0,470.45,Returning,Card
INV1007243,2023-12-10 21:25:05,STR011,PRD0105,Shoes,9,5249.25,20,610.63,New,Cash
INV1007244,2025-07-03 08:10:05,STR005,PRD0001,Clothing,2,4478.28,5,1224.96,Returning,Cash
INV1007245,2024-09-26 21:48:05,STR047,PRD0056,Accessories,4,8360.8,10,1460.5,New,Digital
INV1007246,2024-05-12 05:12:05,STR026,PRD0075,Accessories,5,4244.45,10,1444.03,Returning,Digital
INV1007247,2025-08-16 00:36:05,STR038,PRD0030,Clothing,4,4283.81,25,1247.09,Returning,Cash
INV1007248,2025-10-08 23:42:05,STR043,PRD0026,Clothing,5,3761.42,15,685.06,Returning,Card
INV1007249,2024-02-08 05:03:05,STR021,PRD0059,Accessories,3,3394.09,0,348.0,Returning,Cash
INV1007250,2025-05-26 22:12:05,STR017,PRD0048,Accessories,1,5055.29,5,622.31,Returning,Cash
INV1007251,2025-04-10 07:21:05,STR001,PRD0104,Shoes,3,5720.3,25,971.51,Returning,Card
INV1007252,2024-07-18 05:49:05,STR037,PRD0110,Shoes,2,3567.66,5,1581.71,Returning,Cash
INV1007253,2025-02-25 20:50:05,STR039,PRD0091,Shoes,2,1550.46,15,292.09,New,Digital
INV1007254,2024-04-16 00:19:05,STR026,PRD0114,Shoes,3,1066.17,0,431.26,Returning,Card
INV1007255,2025-08-27 18:48:05,STR014,PRD0022,Clothing,2,771.62,5,1657.15,New,Card
INV1007256,2025-01-21 19:25:05,STR013,PRD0084,Shoes,4,5270.62,0,1992.0,Returning,Card
INV1007257,2023-12-13 20:25:05,STR046,PRD0062,Accessories,5,1693.61,5,1321.8,Returning,Card
INV1007258,2025-07-16 05:26:05,STR029,PRD0011,Clothing,1,1708.97,0,509.39,Returning,Cash
INV1007259,2023-12-02 08:39:05,STR003,PRD0015,Clothing,4,2849.16,5,1509.03,Returning,Digital
INV1007260,2024-11-24 07:20:05,STR018,PRD0031,Clothing,7,1671.43,0,1658.49,Returning,Card
INV1007261,2024-11-03 03:15:05,STR004,PRD0019,Clothing,3,935.43,0,1573.22,Returning,Card
INV1007262,2023-12-18 02:02:05,STR049,PRD0032,Clothing,4,2802.38,10,1241.75,Returning,Cash
INV1007263,2024-11-23 21:18:05,STR023,PRD0029,Clothing,3,2165.29,10,1593.95,Returning,Cash
INV1007264,2024-05-16 06:49:05,STR046,PRD0097,Shoes,2,7716.61,0,2271.51,Returning,Digital
INV1007265,2024-02-16 18:04:05,STR040,PRD0105,Shoes,3,3784.99,5,680.36,Returning,Digital
INV1007266,2024-05-04 21:22:05,STR006,PRD0091,Shoes,1,2474.75,0,346.62,Returning,Card
INV1007267,2025-02-03 05:34:05,STR013,PRD0089,Shoes,3,4356.64,0,317.69,New,Cash
INV1007268,2024-12-28 21:12:05,STR031,PRD0091,Shoes,5,3045.31,0,258.98,Returning,Cash
INV1007269,2025-05-24 06:56:05,STR015,PRD0080,Accessories,2,6471.87,10,487.42,Returning,Digital
INV1007270,2024-06-02 03:35:05,STR039,PRD0076,Accessories,1,3985.08,5,699.83,Returning,Cash
INV1007271,2025-05-17 06:44:05,STR041,PRD0004,Clothing,5,3836.44,20,433.9,New,Digital
INV1007272,2024-11-28 03:52:05,STR037,PRD0091,Shoes,3,5557.27,10,291.32,Returning,Cash
INV1007273,2024-10-24 18:25:05,STR024,PRD0031,Clothing,4,1724.8,10,1731.89,Returning,Cash
INV1007274,2025-01-19 22:33:05,STR047,PRD0088,Shoes,5,4633.63,10,860.7,Returning,Card
INV1007275,2025-10-12 19:57:05,STR043,PRD0059,Accessories,11,8002.63,20,423.92,Returning,Card
INV1007276,2025-08-14 04:16:05,STR011,PRD0067,Accessories,4,9221.0,15,520.95,Returning,Cash
INV1007277,2024-01-14 18:00:05,STR012,PRD0091,Shoes,7,3833.57,10,316.98,New,Digital
INV1007278,2025-05-26 19:37:05,STR019,PRD0080,Accessories,3,2938.42,5,487.15,Returning,Cash
INV1007279,2025-07-20 19:10:05,STR024,PRD0011,Clothing,6,4199.86,15,489.74,New,Card
INV1007280,2025-10-27 18:15:05,STR039,PRD0059,Accessories,4,8666.32,5,346.83,New,Digital
INV1007281,2024-03-19 04:51:05,STR038,PRD0052,Accessories,3,2519.86,15,480.22,Returning,Cash
INV1007282,2024-02-28 08:10:05,STR043,PRD0002,Clothing,5,3872.98,30,130.34,Returning,Card
INV1007283,2024-06-29 02:04:05,STR008,PRD0026,Clothing,3,4627.76,15,732.83,New,Digital
INV1007284,2025-01-07 04:59:05,STR010,PRD0006,Clothing,3,3471.34,5,1632.47,New,Card
INV1007285,2024-04-20 20:04:05,STR044,PRD0035,Clothing,4,1621.69,0,885.59,New,Cash
INV1007286,2023-12-04 04:21:05,STR021,PRD0033,Clothing,3,4156.67,5,949.54,Returning,Cash
INV1007287,2024-07-04 20:35:05,STR027,PRD0111,Shoes,2,1798.96,10,1675.75,New,Digital
INV1007288,2025-04-12 22:16:05,STR034,PRD0108,Shoes,5,7640.36,20,975.97,New,Digital
INV1007289,2025-09-13 05:48:05,STR027,PRD0018,Clothing,4,4461.15,0,1389.11,New,Digital
INV1007290,2024-04-24 01:07:05,STR002,PRD0018,Clothing,1,3062.39,0,1438.24,Returning,Card
INV1007291,2025-01-14 06:00:05,STR012,PRD0102,Shoes,10,1686.66,30,1236.3,Returning,Digital
INV1007292,2025-07-08 02:07:05,STR033,PRD0048,Accessories,2,7961.75,0,688.53,Returning,Digital
INV1007293,2023-11-29 03:08:05,STR034,PRD0088,Shoes,4,1017.41,0,1071.73,Returning,Cash
INV1007294,2025-06-03 07:14:05,STR021,PRD0003,Clothing,3,2740.74,10,555.97,Returning,Cash
INV1007295,2025-10-30 22:20:05,STR030,PRD0059,Accessories,3,3809.29,5,364.17,Returning,Card
INV1007296,2025-09-10 22:23:05,STR042,PRD0032,Clothing,3,4988.02,20,1675.67,Returning,Digital
INV1007297,2024-09-13 06:59:05,STR047,PRD0042,Accessories,2,8766.41,15,179.08,New,Card
INV1007298,2025-09-30 07:51:05,STR002,PRD0021,Clothing,3,1957.71,10,1478.24,Returning,Cash
INV1007299,2025-09-08 00:31:05,STR026,PRD0049,Accessories,2,2735.85,0,1208.02,Returning,Card
INV1007300,2024-11-20 05:00:05,STR025,PRD0066,Accessories,5,6096.26,25,1510.33,Returning,Cash
INV1007301,2024-07-09 06:35:05,STR007,PRD0014,Clothing,3,2873.53,0,421.18,Returning,Digital
INV1007302,2024-10-29 19:01:05,STR042,PRD0094,Shoes,1,3107.52,5,832.75,Returning,Cash
INV1007303,2024-09-27 18:54:05,STR035,PRD0054,Accessories,3,1037.07,0,1733.74,Returning,Cash
INV1007304,2025-09-01 17:46:05,STR023,PRD0099,Shoes,1,4505.9,0,1763.98,New,Cash
INV1007305,2025-01-22 22:00:05,STR020,PRD0094,Shoes,3,3017.44,5,783.27,Returning,Card
INV1007306,2024-11-19 19:17:05,STR003,PRD0082,Shoes,6,6085.94,20,647.21,New,Digital
INV1007307,2025-04-09 00:15:05,STR023,PRD0041,Accessories,1,4337.8,0,1633.94,Returning,Digital
INV1007308,2024-01-03 19:23:05,STR017,PRD0046,Accessories,2,6015.3,0,462.69,New,Digital
INV1007309,2025-04-10 00:27:05,STR028,PRD0067,Accessories,1,3227.01,5,553.37,Returning,Cash
INV1007310,2024-11-10 07:03:05,STR038,PRD0105,Shoes,6,4154.9,5,545.7,New,Card
INV1007311,2024-02-21 23:50:05,STR013,PRD0109,Shoes,6,3557.2,20,916.69,Returning,Cash
INV1007312,2025-07-01 03:45:05,STR039,PRD0106,Shoes,3,2435.11,0,1456.68,Returning,Card
INV1007313,2024-08-02 04:09:05,STR043,PRD0095,Shoes,3,5418.67,0,249.19,New,Card
INV1007314,2024-12-12 20:35:05,STR007,PRD0028,Clothing,3,850.03,0,325.44,Returning,Digital
INV1007315,2024-10-29 22:20:05,STR037,PRD0033,Clothing,3,2641.91,10,1103.58,Returning,Cash
INV1007316,2025-01-10 22:32:05,STR040,PRD0028,Clothing,4,1731.15,25,238.73,Returning,Card
INV1007317,2023-11-27 00:28:05,STR004,PRD0049,Accessories,5,5861.76,0,1284.92,New,Card
INV1007318,2025-01-12 18:00:05,STR046,PRD0003,Clothing,3,1506.61,0,576.64,New,Card
INV1007319,2024-05-19 02:10:05,STR029,PRD0086,Shoes,3,1253.71,0,599.65,Returning,Card
INV1007320,2025-08-15 07:17:05,STR023,PRD0056,Accessories,3,2756.25,0,1319.52,Returning,Card
INV1007321,2024-02-27 00:13:05,STR006,PRD0064,Accessories,5,6987.74,20,1569.72,New,Cash
INV1007322,2024-03-05 04:21:05,STR037,PRD0080,Accessories,2,4126.28,25,611.7,New,Card
INV1007323,2024-03-07 17:43:05,STR014,PRD0047,Accessories,2,7443.25,0,260.15,Returning,Card
INV1007324,2025-10-22 22:28:05,STR047,PRD0058,Accessories,5,6385.17,20,1202.82,New,Card
INV1007325,2025-03-25 22:28:05,STR045,PRD0059,Accessories,5,6475.67,0,374.47,New,Cash
INV1007326,2024-07-24 06:13:05,STR008,PRD0032,Clothing,3,1403.65,25,1224.36,New,Card
INV1007327,2024-09-19 19:36:05,STR032,PRD0112,Shoes,1,5887.82,5,665.45,Returning,Cash
INV1007328,2025-10-21 06:12:05,STR011,PRD0055,Accessories,3,6435.97,0,1455.57,Returning,Card
INV1007329,2024-09-17 02:14:05,STR043,PRD0033,Clothing,2,1088.21,0,908.23,Returning,Digital
INV1007330,2024-06-07 06:28:05,STR002,PRD0108,Shoes,2,1957.98,0,948.73,Returning,Card
INV1007331,2025-05-09 17:54:05,STR010,PRD0003,Clothing,1,1911.33,0,699.85,New,Card
INV1007332,2024-01-24 03:01:05,STR023,PRD0060,Accessories,4,7832.72,20,785.34,Returning,Cash
INV1007333,2024-11-30 03:42:05,STR049,PRD0085,Shoes,3,7142.51,0,1015.93,Returning,Cash
INV1007334,2024-09-13 01:05:05,STR042,PRD0086,Shoes,1,3282.67,0,467.16,Returning,Card
INV1007335,2025-03-03 23:51:05,STR036,PRD0101,Shoes,2,6344.47,15,140.66,Returning,Card
INV1007336,2024-12-24 08:11:05,STR015,PRD0091,Shoes,2,5458.44,5,281.66,Returning,Cash
INV1007337,2024-04-10 06:06:05,STR031,PRD0051,Accessories,2,8012.49,0,796.44,Returning,Cash
INV1007338,2024-11-12 02:31:05,STR011,PRD0103,Shoes,5,5640.49,0,1317.15,New,Cash
INV1007339,2024-03-10 17:50:05,STR038,PRD0073,Accessories,2,9933.81,0,1843.86,Returning,Card
INV1007340,2023-12-21 01:26:05,STR003,PRD0002,Clothing,4,3502.76,10,168.69,Returning,Digital
INV1007341,2024-01-27 08:14:05,STR039,PRD0005,Clothing,4,2405.51,10,1199.95,New,Cash
INV1007342,2025-04-19 04:50:05,STR004,PRD0087,Shoes,4,3481.83,15,2351.23,New,Cash
INV1007343,2024-06-20 03:20:05,STR026,PRD0086,Shoes,3,6313.97,15,472.12,New,Cash
INV1007344,2024-10-02 07:21:05,STR032,PRD0063,Accessories,4,6057.06,0,1263.94,New,Cash
INV1007345,2023-12-27 19:34:05,STR011,PRD0103,Shoes,5,2217.76,0,1210.26,Returning,Card
INV1007346,2024-11-05 23:46:05,STR050,PRD0021,Clothing,3,1114.76,0,1609.01,Returning,Cash
INV1007347,2024-07-30 23:01:05,STR021,PRD0050,Accessories,1,1637.02,5,776.55,Returning,Digital
INV1007348,2024-12-24 02:42:05,STR042,PRD0092,Shoes,2,5366.17,0,1184.91,Returning,Digital
INV1007349,2025-03-18 00:45:05,STR028,PRD0071,Accessories,3,6546.78,20,412.4,Returning,Digital
INV1007350,2023-12-17 17:49:05,STR039,PRD0051,Accessories,5,3857.84,0,655.42,Returning,Cash
INV1007351,2024-02-12 04:41:05,STR003,PRD0061,Accessories,5,4698.92,20,2249.5,New,Digital
INV1007352,2025-07-18 04:11:05,STR006,PRD0025,Clothing,4,2490.96,10,1924.05,Returning,Cash
INV1007353,2024-01-03 01:08:05,STR010,PRD0079,Accessories,4,1288.95,5,656.03,Returning,Card
INV1007354,2025-10-15 02:51:05,STR050,PRD0042,Accessories,4,6213.12,5,221.56,New,Digital
INV1007355,2024-07-10 02:35:05,STR028,PRD0107,Shoes,2,7990.26,15,354.79,New,Digital
INV1007356,2024-12-29 19:01:05,STR034,PRD0056,Accessories,7,1745.52,15,1143.9,Returning,Cash
INV1007357,2025-08-19 18:21:05,STR001,PRD0031,Clothing,5,1971.52,15,1329.19,Returning,Card
INV1007358,2025-02-04 00:41:05,STR007,PRD0090,Shoes,3,7715.5,10,170.95,Returning,Card
INV1007359,2024-09-23 04:06:05,STR003,PRD0065,Accessories,2,1572.8,5,2034.04,Returning,Cash
INV1007360,2024-02-24 03:15:05,STR023,PRD0006,Clothing,3,3387.52,5,1252.94,Returning,Card
INV1007361,2024-08-07 03:08:05,STR044,PRD0041,Accessories,1,5833.32,0,1158.74,Returning,Card
INV1007362,2024-08-04 22:34:05,STR009,PRD0047,Accessories,3,4988.71,5,247.48,Returning,Cash
INV1007363,2024-06-14 08:24:05,STR035,PRD0105,Shoes,1,4084.98,5,691.25,Returning,Digital
INV1007364,2025-02-13 02:45:05,STR008,PRD0060,Accessories,4,4026.52,15,657.57,Returning,Cash
INV1007365,2024-02-12 17:54:05,STR040,PRD0066,Accessories,3,9183.75,5,1673.82,New,Cash
INV1007366,2025-06-29 20:47:05,STR004,PRD0032,Clothing,4,1361.12,0,1569.33,Returning,Cash
INV1007367,2024-11-24 05:27:05,STR006,PRD0056,Accessories,5,3811.44,0,1298.86,Returning,Card
INV1007368,2025-02-16 02:49:05,STR043,PRD0067,Accessories,5,6640.58,15,501.29,Returning,Card
INV1007369,2025-09-02 06:51:05,STR025,PRD0086,Shoes,3,4726.26,0,467.33,Returning,Cash
INV1007370,2024-01-11 01:58:05,STR006,PRD0088,Shoes,2,3157.69,0,1074.56,Returning,Cash
INV1007371,2024-05-26 02:13:05,STR047,PRD0016,Clothing,3,4877.85,5,951.34,Returning,Cash
INV1007372,2024-09-05 07:55:05,STR020,PRD0113,Shoes,2,6763.35,10,859.31,New,Cash
INV1007373,2024-04-13 08:24:05,STR038,PRD0090,Shoes,3,3380.95,0,213.12,Returning,Digital
INV1007374,2025-09-06 19:32:05,STR012,PRD0023,Clothing,4,768.22,25,736.48,Returning,Cash
INV1007375,2024-01-13 05:14:05,STR036,PRD0089,Shoes,6,5567.81,10,295.68,Returning,Digital
INV1007376,2024-07-27 22:46:05,STR011,PRD0032,Clothing,3,4695.56,5,1771.4,Returning,Card
INV1007377,2024-11-25 00:10:05,STR005,PRD0041,Accessories,6,8153.78,10,1276.59,Returning,Digital
INV1007378,2024-11-30 23:06:05,STR001,PRD0114,Shoes,3,5230.61,5,425.18,Returning,Digital
INV1007379,2024-12-29 20:58:05,STR046,PRD0042,Accessories,5,1169.2,0,210.37,New,Card
INV1007380,2024-07-11 06:04:05,STR038,PRD0074,Accessories,2,1894.4,10,782.32,Returning,Cash
INV1007381,2024-04-02 21:09:05,STR029,PRD0076,Accessories,3,4827.45,0,819.88,Returning,Card
INV1007382,2024-12-07 22:50:05,STR037,PRD0091,Shoes,1,1011.74,0,324.83,Returning,Card
INV1007383,2024-03-05 05:47:05,STR007,PRD0023,Clothing,4,1524.23,15,767.11,New,Cash
INV1007384,2024-04-22 19:45:05,STR016,PRD0036,Clothing,2,977.84,10,1360.73,Returning,Digital
INV1007385,2023-11-21 05:18:05,STR024,PRD0010,Clothing,7,965.81,20,159.85,Returning,Digital
INV1007386,2024-02-25 04:57:05,STR039,PRD0101,Shoes,1,5871.99,0,108.49,Returning,Card
INV1007387,2025-05-22 02:49:05,STR042,PRD0114,Shoes,1,7855.28,0,448.46,Returning,Card
INV1007388,2024-04-10 22:18:05,STR002,PRD0062,Accessories,3,2739.56,0,1404.6,New,Card
INV1007389,2024-12-11 17:43:05,STR035,PRD0075,Accessories,5,4595.56,5,1555.38,New,Card
INV1007390,2024-03-29 08:19:05,STR044,PRD0072,Accessories,4,4805.76,0,2079.51,New,Digital
INV1007391,2025-11-17 00:08:05,STR016,PRD0097,Shoes,6,7013.14,10,1830.73,New,Card
INV1007392,2025-07-05 02:39:05,STR025,PRD0060,Accessories,3,7842.63,0,948.79,Returning,Card
INV1007393,2024-06-21 21:00:05,STR026,PRD0032,Clothing,2,4284.82,15,1569.7,Returning,Digital
INV1007394,2025-04-28 08:21:05,STR023,PRD0012,Clothing,2,4413.72,5,902.03,New,Cash
INV1007395,2025-01-31 04:06:05,STR040,PRD0068,Accessories,2,3870.04,0,187.57,Returning,Card
INV1007396,2025-07-03 01:29:05,STR047,PRD0095,Shoes,3,2193.9,10,254.08,Returning,Digital
INV1007397,2024-04-30 06:13:05,STR014,PRD0081,Shoes,2,4622.26,5,1106.87,Returning,Cash
INV1007398,2024-02-23 21:12:05,STR045,PRD0080,Accessories,4,4558.28,15,617.43,New,Card
INV1007399,2024-07-16 07:06:05,STR046,PRD0040,Clothing,2,646.45,5,1413.18,Returning,Cash
INV1007400,2023-12-12 02:00:05,STR048,PRD0086,Shoes,4,7526.43,0,615.13,Returning,Digital
INV1007401,2024-01-14 01:11:05,STR012,PRD0003,Clothing,8,2805.68,0,657.57,New,Card
INV1007402,2025-10-28 04:20:05,STR015,PRD0061,Accessories,2,8343.33,0,2338.06,Returning,Card
INV1007403,2025-04-08 06:09:05,STR016,PRD0023,Clothing,4,3452.3,15,707.91,Returning,Cash
INV1007404,2024-05-23 02:06:05,STR017,PRD0096,Shoes,2,6965.43,0,832.43,Returning,Card
INV1007405,2024-11-02 01:07:05,STR029,PRD0019,Clothing,7,2338.62,0,1852.54,New,Cash
INV1007406,2025-08-21 01:12:05,STR007,PRD0105,Shoes,5,7973.56,20,663.73,Returning,Card
INV1007407,2025-07-22 20:00:05,STR003,PRD0034,Clothing,3,1258.26,5,1979.32,Returning,Digital
INV1007408,2024-09-11 07:47:05,STR045,PRD0020,Clothing,4,3621.05,10,95.35,Returning,Cash
INV1007409,2025-06-21 20:03:05,STR026,PRD0073,Accessories,4,3989.79,15,2003.98,Returning,Card
INV1007410,2025-04-20 20:44:05,STR022,PRD0009,Clothing,3,1684.87,10,1050.31,Returning,Card
INV1007411,2024-07-19 19:35:05,STR039,PRD0045,Accessories,3,2519.52,5,211.63,Returning,Digital
INV1007412,2024-12-01 22:14:05,STR016,PRD0006,Clothing,5,1971.9,20,1392.07,Returning,Card
INV1007413,2025-09-25 00:19:05,STR032,PRD0037,Clothing,2,1280.46,5,1974.14,Returning,Card
INV1007414,2025-02-25 04:03:05,STR025,PRD0086,Shoes,4,7384.24,15,511.39,Returning,Digital
INV1007415,2024-07-30 04:29:05,STR003,PRD0079,Accessories,3,4731.96,0,567.23,New,Digital
INV1007416,2024-01-08 21:59:05,STR017,PRD0086,Shoes,4,5586.47,20,488.61,Returning,Cash
INV1007417,2025-09-22 05:18:05,STR049,PRD0055,Accessories,3,652.18,5,1069.22,Returning,Digital
INV1007418,2025-01-31 23:14:05,STR015,PRD0108,Shoes,2,2790.95,0,888.81,Returning,Digital
INV1007419,2024-08-01 02:25:05,STR002,PRD0081,Shoes,4,2648.9,20,1116.92,New,Digital
INV1007420,2025-09-24 21:32:05,STR031,PRD0003,Clothing,1,2491.01,0,615.24,Returning,Cash
INV1007421,2025-02-04 04:42:05,STR005,PRD0015,Clothing,3,2778.58,10,1554.13,Returning,Digital
INV1007422,2025-09-10 00:11:05,STR031,PRD0080,Accessories,2,4578.16,15,550.3,Returning,Card
INV1007423,2025-09-12 18:14:05,STR032,PRD0103,Shoes,1,2948.54,0,1210.44,Returning,Digital
INV1007424,2025-01-01 19:43:05,STR005,PRD0068,Accessories,4,6643.14,0,155.73,Returning,Cash
INV1007425,2025-08-02 18:17:05,STR025,PRD0107,Shoes,2,4659.97,0,309.46,New,Cash
INV1007426,2024-11-11 23:59:05,STR027,PRD0095,Shoes,5,5392.96,10,213.08,Returning,Digital
INV1007427,2025-07-24 19:48:05,STR038,PRD0088,Shoes,1,2913.58,0,917.42,New,Digital
INV1007428,2025-01-17 07:56:05,STR040,PRD0083,Shoes,3,6826.78,0,1347.87,Returning,Cash
INV1007429,2024-06-15 05:32:05,STR024,PRD0054,Accessories,2,9308.0,5,2198.18,New,Card
INV1007430,2025-01-26 19:47:05,STR031,PRD0040,Clothing,10,1898.92,20,1263.49,Returning,Card
INV1007431,2024-08-22 01:21:05,STR044,PRD0084,Shoes,3,4523.76,25,1949.68,Returning,Digital
INV1007432,2025-10-12 23:04:05,STR037,PRD0089,Shoes,6,2408.66,0,323.3,Returning,Digital
INV1007433,2024-02-17 03:58:05,STR017,PRD0086,Shoes,4,1642.87,10,489.02,New,Card
INV1007434,2025-07-11 18:46:05,STR007,PRD0063,Accessories,3,9791.14,5,1223.48,New,Card
INV1007435,2024-06-23 03:01:05,STR045,PRD0010,Clothing,3,1528.89,5,173.02,New,Card
INV1007436,2025-06-29 21:50:05,STR006,PRD0085,Shoes,5,5189.8,10,942.93,New,Digital
INV1007437,2025-11-14 00:02:05,STR024,PRD0031,Clothing,6,2524.06,0,1707.48,Returning,Cash
INV1007438,2025-09-21 04:13:05,STR001,PRD0094,Shoes,2,5015.5,10,836.07,Returning,Digital
INV1007439,2023-12-02 01:55:05,STR038,PRD0099,Shoes,8,7904.18,5,2092.1,New,Digital
INV1007440,2025-08-29 03:01:05,STR008,PRD0070,Accessories,1,9135.23,5,542.68,Returning,Card
INV1007441,2025-01-20 22:17:05,STR003,PRD0023,Clothing,2,4106.32,5,664.3,New,Card
